Text,Sentiment
i always thought i would choose the htc one when it first came out,0
i am a big android fan,0
i am a computer science major,0
i am a very big supporter of apple 's hardware,1
i am done with apple products,-1
i am enjoying this toy to the fullest of my ability,1
i am extremely happy with my purchase,1
i am extremely pleased with my purchase,1
i am fully satisfied with it,1
i am glad i bought it,1
i am glad i chose to purchase the iphone,1
i am glad i chose to purchase the white iphone 5,1
i am glad to bought this,1
i am going t return it today ( 13 jan 2015 ),-1
i am happy to stay with the iphone for now,1
i am happy with the product,1
i am having a real hard time solving this issue,-1
i am having the same problem with the phone again,-1
i am in argentina,0
i am in love with my new phone,1
i am left wondering why there are always so many people queuing,0
i am looking to other company 's ( samsung ) for my next phone,0
i am loving in this phone,1
i am loving it,1
i am more than happy,1
i am not a fan of apple products,-1
i am not really that picky about technology,0
i am now going to apple stores to see if they can fix this phone,0
i am partial to android,0
i am puzzled as to why i am deprived of as a basic function,-1
i am quite suspicious about it because 1,-1
i am really disappointed about the purchase,-1
i am really pleased with my purchase the phone is hardly scratched at all it is like new,1
i am sad to say that my expectations have been over-estimated,-1
i am satisfied,1
i am satisfied with my purchase,1
i am so disappointed with this phone,-1
i am so glad i did,1
i am still attempting to get this resolved- frustrating,-1
i am still learning the features,0
i am switching to samsung,-1
i am taking off 1 star from the review mainly because of the screen size,0
i am totally disappointed with this product,-1
i am unable to use the device,-1
i am under my stepdad 's family plan,0
i am unhappy with the purchase,-1
i am upset because i am getting ready to bury my i-phone 5 because it turned off without a reason,-1
i am very annoying,-1
i am very dissappointed in this purchase,-1
i am very enthusiastic about tech,0
i am very glad to buy the phone from amazon,1
i am very happy about the product,1
i am very happy it is unlocked i got it very fast,1
i am very happy to have bought this phone from amazon,1
i am very happy with my iphone 5,1
i am very happy with my phone,1
i am very impressed with this item,1
i am very satisfied,1
i am very satisfied,1
i am very satisfied with it,1
i am very satisfied with that,1
i am very satisfied with this phone,1
i am yet to receive a response,0
i appreciate 1st,0
i appreciate being able to utilize this phone as a `` portable hotspot ' at those times when i am away from my wi-fi service,1
i appreciate that they ended up replacing the phone,0
i approve,1
i ask for a solution,0
i ask that this situation be remedied immediately before i take other actions,0
i assisted a friend buy this as a gift for his spouse,0
i bank on my phone,1
i became addicted to it,1
i believe the overhead of android 's coding is creating a bottleneck,-1
i bought 2 devices,0
i bought a 64 gb iphone in black,0
i bought a connection cable,0
i bought a phone as unlocked,0
i bought a refurbished one,0
i bought a unloched iphone,0
i bought a white iphone 5 from electronicz4less thru amazon,0
i bought adapter again from different place,-1
i bought an unlocked cell phone,0
i bought for my friend,0
i bought for my friend,0
i bought for my friend this one,0
i bought iphone 5 about a year ago,0
i bought it as new,0
i bought it because it was indicated new iphone,0
i bought it three phone one was used they said unopen,-1
i bought my iphone 5 when they first came out,0
i bought one,0
i bought the iphone on december,0
i bought the phone,0
i bought the phone,0
i bought the phone thru amazon as a new phone on february of 2015,0
i bought this as a christmas gift for my child,0
i bought this as a xmas gift,1
i bought this for my son,0
i bought this iphone 5 before valentines day as a gift for my wife,0
i bought this iphone as new last august,0
i bought this item as refurbished,0
i bought this phone,0
i bought this phone,1
i bought this phone 2 months ago,0
i bought this phone 3 months ago,0
i bought this phone as new in may for present,0
i bought this phone as the seller describes as fast mail,0
i bought this phone for my brother in india,0
i bought this phone for my mother who lives in paris,0
i bought this phone from them,0
i bought this phone in feb,0
i bought this phone in june,0
i bought this phone unlocked for my wife to use in bahrain,0
i bought this to work in the caribbean no complains works came in great condition,1
i brought two new iphones,0
i buy a iphone case,0
i buy an android phone,-1
i buy stock on my phone,1
i ca n't get it to turn back on without plugging it in,-1
i ca n't just drag a movie file into the iphone,-1
i ca n't say enough good about the iphone 5,1
i ca n't say that about the cheap,0
i ca n't text,-1
i ca n't wait for the 6,1
i called apple to verify how much warranty i have remaining on this product,0
i came without accessories,-1
i can actually operate the phone with one hand,1
i can continue on any other device,1
i can continue on the same save on my iphone when i leave my house,1
i can feel battery moving inside when shake it gently,-1
i can feel the screen moving up down when pressing,-1
i can go into detail about that,0
i can go on,0
i can hardly hear the calls what shouldi do ? ? ? ? [ i increased the volume button to maximun ? ?,-1
i can honestly say,0
i can not be made to pay for an error i am clearly not responsible,-1
i can not use lte function,-1
i can not use the internet via data,-1
i can not used it with my t-mobile sim unless i unlocked it,-1
i can only last about 2 hours when the phone is fully charged,-1
i can recomended it,1
i can say thankyou,1
i can say that there are some gripes i have against it,0
i can understand why they felt they had to add more room,0
i can use a new brand parking program with my location detection,1
i can use facebook without letting them gain access to my microphone,0
i cant wait for get the new models of apple iphone 's,1
i carry my phone when i go biking,1
i change the sim card i install my sim card in the cellphone,0
i charged fully,0
i check them out from my library via an app ( over drive media ),0
i checked the serial number with apple company,0
i choose brand new instead of used,0
i chose the iphone 5 mainly because i wanted something new to try,0
i come back,1
i commend apple to sticking to its guns on keeping the size phone relatively the same,1
i confirm i am using it now with problems,-1
i contact them,0
i contact them,0
i could 1 minute be at 100 % then 2 minutes later be at 81 & it could be great one day,-1
i could go on about the camera,0
i could n't do anything,-1
i could n't find any charger,-1
i could n't get everyone to create skype accounts,0
i could n't tell that it was n't new,1
i could n't turn it back on for 2 days,-1
i could not be more delighted with my purchase,1
i could not be more pleased,1
i could not figure out when i open the box,0
i could say now that after two weeks since activated,0
i could still give a command,0
i could walk out of the house at 2pm with a full battery,0
i decide to take some pictures to show what i did i just take off the sim card from my cellphone,0
i decided it is time to upgrade from my samsung galaxy note 1 to a new phone with up to date specifications,0
i decided on the iphone,0
i decided to purchase the iphone 5 considering that it is an apple product,0
i decided to try out the iphone 5,0
i decided to try with the iphone,0
i defenitely recomend it,1
i definitely recommend,1
i desperately needed a phone,0
i did everything i could to try,0
i did have a problem in that the galaxy seemed to come on even though i turned it off at night,-1
i did like wise,0
i did n't even use it when i got it,1
i did n't fix it until a month later it dropped,0
i did n't get it,0
i did n't like the phone,-1
i did n't really want to pay full price so i bought one on here,0
i did n't want to touch it,-1
i did n't work,-1
i did not answer,-1
i did not get a charger,-1
i did not have any problem,1
i did not have any problems activating the phone,1
i did not have more than 400 dollars to spend on an ulocked phone,0
i did not have time to exchange,-1
i did not notice any key apps that are on android,0
i did not pay $ 230 for 2 months for a hardly working phone,-1
i didnt drop my phone,0
i do enjoy using the phone in one hand,1
i do have a couple of draw backs,-1
i do love it now,1
i do miss swype when i have to type out my texts,-1
i do n't care what anybody says,0
i do n't have an issue with syncing the phone to my computer,1
i do n't have words to explain that,0
i do n't kno if anybody else has the same problem with this company,0
i do n't know how to contact you again,-1
i do n't know how to fix it,-1
i do n't know if it 's the phone,0
i do n't like it 's weight,-1
i do n't like this,-1
i do n't think i could go back to any other phone this will always be my phone of choice no matter the price of the phone,1
i do n't want to spend time on a phone,0
i do not get the key to get the memory of iphone 5,-1
i do not know about the phone it a present for my sister live in swiss land i will no more when she use it,0
i do not know if i have the one year warranty that this type of device should come with,0
i do not like,-1
i do not like the cursor on this,-1
i do not now what idiot designed a phone that does not have a user replaceable battery,-1
i do not recommend at all to purchase this equipment,-1
i do not understand why would apple make a feature that would not work every time,-1
i do own an iphone 5,0
i do think itunes is a pro because it is kind of like the command center of your ios devices,0
i dont know why they are marketting to people as if it is a new product,-1
i dont think that it is a standard apple product,-1
i dropped it,0
i dropped it several times from waist level onto hard tiles,0
i dropped my iphone 5 in the toilet once,1
i ended up having to place my sim card back into my note 1,0
i ended up returning to my 2,-1
i ended up shattering it a week later when i dropped it,-1
i entered in my serial number,0
i especifficly that i need an unlock phone before the purchase,0
i even thought the phone was a fake,-1
i expect file transfer to be as easy as dragging,0
i feel an iphone 5 is n't a significant enough difference from an iphone 4s,0
i feel cheated,-1
i feel cheated with this phone,-1
i feel like i got scam,-1
i fell like i 've been stolen,-1
i find the ios very simple to use,1
i find the mini to be less bulky,0
i find the nexus 4 's color washed out,-1
i find this is deceiving,-1
i first reviewed them with 3 stars because i was mad that i spent so much only to have a charger come with it that did n't work,-1
i followed all the steps as directed,0
i forget things easily,0
i found cheap than other place,1
i found ios to be restrictive,-1
i found out that there 's certain iphone 5s that were sold with poor batteries,-1
i found out that they were right,1
i found that battery was produced in oct,-1
i found that out when i took my iphone to the apple store to see what 's the problem behind it not working with my sim card,0
i found that there were a lot of great apps i missed that were not on google play store,-1
i found they will want you to purchase only there phones,0
i found this product as sent me different from what was advertised,-1
i gave it my brother mr,0
i gave it to my sister,0
i gave up trying to get along with it,-1
i get `` searching '' instead of at & t,-1
i get incomplete,-1
i get it on my phone,0
i gifted this phone to my mom,0
i got a 46g instead of 16g memory,1
i got a 64 gb,0
i got a case,0
i got a refurbished cell phone instead on a new one,-1
i got a very scratched cellphone when they put looks like new,-1
i got a white 16gb iphone 5 for my wife who wanted the phone after all her friends had one,0
i got it in time,1
i got just what they said,1
i got mine from buy now llc,0
i got mine through my cell phone provider not here,0
i got my iphone 5 the other day so first off it did n't come with a charger,-1
i got the iphone 5 from amazon,0
i got the iphone 5 in nice packeging,1
i got the item,0
i got the phone only 5 days later,1
i got this iphone 5 very soon,1
i got this phone thru the mail,0
i got to go with the business ipad from the company i used 2 work 4,0
i got used to it,0
i got what i expected thank you so much,1
i graduated from the iphone 3g to the iphone5,0
i guess i 'm going to do that because now i ca n't go back to an android,0
i guess it is worth going on a store,0
i guess not,0
i guess one will do,-1
i had a 3 b4 upgraded to this phone,0
i had a 32 gigabyte phone before this one,0
i had a fully working phone immediately after taking it out of the box,1
i had a galaxy for a few months,0
i had a lot of trouble buying that phone,-1
i had a problem with the phone charger that came with it,-1
i had already purchased it by that time,0
i had an android for a while as they seemed to be taking off,0
i had been tricked,-1
i had bought the a new iphone 5 16gb,0
i had it checked out at the genius bar in the apple store ( which is free ),0
i had it happen to mine ( the charging port just stops working one day,-1
i had n't realised how much else you can do with it,1
i had never tried an apple product until about a year ago when i was playing on a friend 's ipad,0
i had no choice,-1
i had no information about this,-1
i had no issues with it,1
i had no problems setting up the itunes account,1
i had read thru previous reviews,0
i had replace just charge phone,0
i had some doubts after reading the reviews,0
i had the iphone 4s for 2 years,0
i had the phone for about 2 months,0
i had to buy another new battery in office depot ( westheimer st ),-1
i had to buy new one from apple,-1
i had to change it ( the apple store changed it for free ),1
i had to choose between the htc one,0
i had to keep on charge anytime i was close to an outlet because it would go from 100 % battery life to dieing at 34 % if i spent more than 5 mins on facebook,-1
i had to pay lots of money to clear the phone,-1
i had to remove the battery,-1
i had to replace the phone within a month after i got it,-1
i had to return it,-1
i had to return it because incompatible with my service provider ( meid,-1
i had to return this item ( dead phone ),-1
i had to return this phone,-1
i had to send it back,-1
i had to start buying cards,0
i had to use a laptop mac to update he ios 8 as the phone could not update,0
i had to use my ipad charger,0
i had to use some glue to put it back,-1
i had to wait for 4 weeks,-1
i happened to be there used,-1
i hate every other android phones,-1
i hate it,-1
i hate ittt,-1
i hate technology that does not work well,0
i hate the complicated process to reset the phone,-1
i hate their plastic feel,-1
i hate this phone,-1
i hate to admit it,0
i have a job,0
i have a lot of faith,0
i have a problem with my new iphone,-1
i have a social life on,0
i have an ipad,0
i have an iphone that is less than2 years old,0
i have an official iphone 5s,0
i have an s4,0
i have been an apple user for the past 5 years,0
i have been using apple product for a couple of years now,0
i have been using it for about a week,0
i have bought lot of apple products never faced this do n't know where the problem ? they might have sent the defective product to me,-1
i have buying stuff from amazon almost every week,0
i have decided to switch back,0
i have diceplayer installed on my note,0
i have dropped it in the toilet,0
i have dropped mine a few times,0
i have gone through 3 in a year,0
i have grown to hate my phone,-1
i have had a lot of experience of all three mobile oses,0
i have had many people complaining that it is hard to hear me while speaking on the phone,-1
i have had the iphone 5 for two years now,0
i have had the iphone 5 since it came out,0
i have just switched from an android to what my daughter calls 'a proper phone ',0
i have n't dropped it,0
i have n't had any issues,1
i have n't received small device through which sim card is opened,-1
i have never had a issue with this phone not wanting to work properly,1
i have never really loved a cell phone until now,1
i have no choice,-1
i have no idea most of what the htc one camera option even do,0
i have no problem playing them on the note 1,0
i have no problems,1
i have not had any major issues,1
i have not seen another phone out there that would even come close to taking its place,1
i have not use it yet so i can not tell if it works well,0
i have only had it for a month,0
i have organized them into separate categories,0
i have other stuff to do,0
i have owned droids,0
i have plan,0
i have put 2 batteries in this phone,-1
i have returned for a refund,-1
i have returned it,-1
i have since sent the package back using the post office,0
i have spent the last 2 hours on the phone withe the apple morons trying to make an appointment to get my battery replaced,-1
i have their name already saved on my phone,0
i have to admit that preference is no longer the same since the arrival of my iphone5,0
i have to always keep the phone at an angle with little weight on the phone when charging it,-1
i have to convert the movie file into a file that itunes accept,0
i have to have a contract to so i 'm kinda disappointed,-1
i have to pay the return shipping fee for him,-1
i have to put in the freezer to get it to work,-1
i have to put more to be acceptable repot so,0
i have to say it was better to begin with as i have had an ipod touch for awhile,1
i have to say that ios copied some of its improvements from android to make it better,1
i have to sign in just to download a free software,-1
i have to turn it off,-1
i have tried to contact the supplier,0
i have two iphone 5,0
i have use it only 2 weeks,0
i have used i-phone 4,0
i heard it 's fragile,0
i hereby request to have the product replaced,-1
i highly recommend,1
i highly recommend it,1
i highly recommend it for people living in my country,1
i highly recommend this phone,1
i highly suggest most people buy one with more that 16 gb memory,1
i hope change it,-1
i hope some body could explain this,0
i hope that this seller is removed from their listing,0
i hope the company send me a replacement for it,0
i hope the phone works without any issues,0
i hope this is new one not repu-phone,0
i hope this kind of situation will not happen again,-1
i immediately figured out how to use it,1
i just bought an iphone 5 from them a couple of days ago,0
i just cant like touchscreen phones,0
i just got it way before it said it would which was great,1
i just keep playing with it,1
i just needed something quick,0
i just purchace,0
i just resold it for the same price,-1
i just used it temporarily so i did n't get into it,-1
i just want my refund back,-1
i just wanted to tell anyone on the fence trying to decide between,0
i knew i should have gone with another brand,-1
i know for some reason some people are dogging it more than they should,0
i know of the android vs ios flame war that goes on even today,0
i know that my girlfriend actually prefers a smaller screen because she likes smaller phones ( more pocketable,0
i know that the htc one,0
i later realized that the 5 is way better,1
i left it to a apple store for review,0
i like everything about this phone,1
i like it,1
i like it,1
i like it,1
i like it,1
i like it,1
i like it is a good phone,1
i like it so much,1
i like it very much,1
i like it very much,1
i like most of the features of this phone,1
i like the iphone because i found the voice recognition slightly better,1
i like the overall package that the nexus 4 gives you,1
i like the phone,1
i like these cellphones,1
i like this,1
i like to keep everything fitting on one page right there for me to access,0
i like you to send me a nice phone which has no damages at all,1
i liked it very much,1
i liked this iphone so much,1
i little scratch,-1
i live in brazil,0
i live in brazil,0
i live in israel,0
i live in venezuela,0
i live overseas,0
i look forward to a 5 '' iphone someday,0
i looked for details,0
i looked to check if anything was missing,0
i lost my iphone a long time ago,0
i love,1
i love apple,1
i love finally being able to control the privacy permissions of each app without agreeing to let them do everything like you have to on android,1
i love how it integrates with all my other apple devises,1
i love iphones,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it,1
i love it came in nicely,1
i love music,0
i love my apple_™…… vanessa made a darn good argument to spend more money,1
i love my eye phone,1
i love my iphone,1
i love my iphone 5,1
i love my iphone 5,1
i love my iphone 5 for making mini movies of my kids like this one_—_,0
i love my new,1
i love my new iphone 5 is so fast so thight just perfect,1
i love my new phone,1
i love my new phone,1
i love my new phone,1
i love my phone,1
i love my phone,1
i love my phone a lot,1
i love my phone so so much,1
i love the apple iphone,1
i love the colour,1
i love the iphone 5 i have n't had a problem with the phone it arrived before i expected,1
i love the iphone5,1
i love the phone,1
i love the phone,1
i love the phone it is as described in the listing,1
i love the phone so much,1
i love the seller,1
i love this cell phone,1
i love this phone,1
i love this phone,1
i love this phone,1
i loved it,1
i loved it,1
i loved my purchase,1
i loved the way i get not,1
i loved this iphone,1
i m so happy to get that phone with the great deal,1
i made a terrible mistake when i ordered,-1
i managed to get a `` used '' model,0
i may have stepped up my taxation of batteries with more talk,0
i must admit,0
i must say that when it comes to a phone,0
i need a phone that does everything well,0
i need a phone that simplifies my life,0
i need a refund,-1
i need is 5s,0
i need receive this amount now,0
i needed a new phone,0
i needed a phone that would help me keep up with my busy life,0
i needed an unlocked phone to travel to greece,0
i needed to replace all accesories after a month of use,-1
i needed to restart it,-1
i never dropped it,0
i never dropped it,0
i never got my cd ordered,-1
i never had to worry about the face of the phone getting scratched,1
i no longer have to be stuck at home if i want to check important emails,1
i now know why plastic phones are more practical,-1
i now own 4 apple products,1
i only wanted my money back,-1
i only wish ihad been informed about the battery duration,-1
i only wish it came with a screen protector because i still ended up cracking it within the first two months,-1
i ordered a apple iphone 5 16gb ( white ) - unlocked - sold by nimlow electronics,0
i ordered a battery to replace my current one,-1
i ordered a white 16g iphone,0
i ordered for a product capable of using any seam card,0
i ordered from ross cellular,0
i ordered iphone 5,0
i ordered the product on 9/6,0
i ordered this cell phone despite the bad reviews about it,0
i ordered used,0
i own a macbook air,0
i paid 400usd else for unlocked it,-1
i paid a lot of money for a brand new iphone,0
i paid for a new cell,0
i particularly own na htc,0
i passed by a lot embarrassing situation with it,-1
i pay for my starbucks coffee with my phone,1
i personally ca n't stand it,-1
i phone is always i phone,1
i planned on getting it onto my plan,0
i popped my att sims card in it,0
i previously owned a samsung phone,0
i probably have to download the app which leads to a lot of other annoying issues,-1
i puchased it as a gift for a friend,0
i purchased it for my dad,0
i purchased this a year ago unlocked,0
i purchased this phone as unlocked to be used on all carriers,0
i purchased this product because it was time for me to purchase my first phone,0
i rarely need to download apps so i do n't remember my id,-1
i rather wait for the next nexus device,0
i read most of the feedbacks is not good,-1
i read my e-mail on my phone,1
i realize i do n't use my phone to do anything advanced,0
i realize i need a phone that does n't need me to provide maintenance,0
i realize that opening a music,0
i really do think that the iphone 4s is the same,0
i really like all of the cute cases,1
i really like itz,1
i really like my phone it 's worth the money,1
i really like the 5,1
i really like this phone,1
i really love their service,1
i really recomend you for be so responsible,1
i really think it 's apple 's fault,-1
i received 32 for free,1
i received a brand new sealed unlocked phone from electronicz4less,1
i received a completely different item than i ordered,-1
i received a less than $ 10 item for a $ 379,-1
i received an iphone 5,0
i received it like that,1
i received it with a defective power button not said in description,-1
i received my phone within 3 days,1
i received new phone in sealed pack,1
i received the cell pone,0
i received the iphone,0
i received the phone,0
i received the phone in a timely fashion,1
i received the phone in perfect shape,1
i received the product as expected,1
i received the product they offer excellent phone,1
i recently switched to verizon,0
i recently went to a apple store,0
i recieved my iphone on time,0
i recomend the iphone 5 to anyone who drops their phone often,1
i recomend to anyone,1
i recommend,1
i recommend,1
i recommend it,1
i recommend it so much to anyone who loves apple products,1
i recommend it without a doubt,1
i recommend the iphone to anyone who enjoys information,1
i recommend to every one who is interested in buying high quality toy that will last long,1
i recommend you do n't buy a phone from this company,-1
i regret to say that this iphone has been a rip off,-1
i remembered reading a review that it was n't unlocked,0
i resisted going iphone for a long time,0
i respect how they seriously care for their reputation,1
i restored it,0
i returned it,-1
i returned it,-1
i returned the item after one day,-1
i returned this phone i could n't deal with the frustration,-1
i said how could that be i just bought it all nice in a sealed box new that is not possible,-1
i save that stuff for my computer,0
i saw atleast 5 other people complain about the poor battery life problem,-1
i saw it on tv,0
i saw some negative reviews about the seller,-1
i see this as a safety issue,-1
i sent it back,0
i simply do n't understand what is going on,0
i simply do n't understand why this phone does not work,-1
i simply love it,1
i smell a scam,-1
i sold my iphone 4 to buy the iphone 5 from this seller,0
i some way,0
i spent so much time installing custom mods,0
i started using it right away without any trouble,1
i starting having a bad feeling about this purchase,-1
i still did n't have it,-1
i still got to activate it,0
i still have n't tried to put any sim card on it let 's hope it works with it aswell,0
i still keep holding them as i still find them better than what is in the market now,1
i still order the iphone because i have to see it for myself,0
i strongly recommend that you do not buy a phone on amazon,-1
i submitted a claim,1
i swear the biggest jump was from the 4s to the 5 in terms of what the phone looks like,1
i take a pic of birds,0
i take a ton of pictures,0
i there fore recommend this seller to every one who wants to buy an iphone 5 to quickly,1
i thing i do not want to informe you about apple every one already know apply,0
i think,0
i think i 'm not the only one who finds this phone 's battery unacceptable,-1
i think i was in love with the 4s a bit more tho maybe because it was the phone that got me on the apple bandwaggon so,0
i think it is not,-1
i think it might be because of phone model,0
i think it will be more convenient to the customers,0
i think microsoft is going in the right direction,0
i think new products are unreliable,-1
i think the favorite thing for me about the new screen is that it can display an extra row of icons,1
i think the iphone 5 is a great product,1
i think the iphone 5 is same as description,1
i think the price was reasonable at five hundred,0
i think the service quality is very good,1
i thought i 'd write about it as i could n't find the warranty information when i was considering to buy this phone on amazon,0
i thought i had a 50/50 chance of getting a nice product,-1
i thought i had ordered the 5s,0
i thought i was ordering an iphone 5s,0
i thought i would have a pristine smartphone experience,0
i thought it was the battery,0
i thought it would have a few scratches,0
i thought that this device was new,-1
i told them i want to cancel the order,0
i took care of it very nicely,0
i took it home,0
i took it to an authorised seller,0
i took it to apple store,0
i took it to the apple store in brandon florida,0
i took my chances buying this iphone,0
i took the phone to the mac store,0
i totally loved my new iphone until i noticed that i got a 12gb iphone instead of a 16gb,-1
i totally regret this purchase,-1
i track my running with my phone,1
i tried going to the apple store to fix it,-1
i tried to purchase this,0
i tried using another power adapter,0
i try to contact the seller,0
i type this review on it,0
i use 1 only presents problems with the system,-1
i used it as my primary device for quite a while,1
i used the ipad gen 2 before,0
i very happy with this iphone,1
i want a refund,-1
i want a total refund of my money,-1
i want best deals,0
i want it to activate it with another company,0
i want my money back,-1
i want to return it for full refund,-1
i wanted to take the time to write a review not on the iphone,0
i was a bit skeptical about buying a refurbished phone online,0
i was a little dubious after reading all the mixed reviews,0
i was able to get a byop sim card from straight talk,1
i was able to insert at & t sim card in with no problems,1
i was advised what model to buy,0
i was also very shocked to purchase such an expensive product,-1
i was deathly afraid of buying phones online because i have heard of empty packages,0
i was disappointed to find out it was not a phone from the us which made it difficult to work with,-1
i was encouraged by a few people to try it out based on my needs,0
i was excited about having my first iphone,0
i was expecting an iphone 5s,0
i was expecting to be able to plug it in the wall to charge it i only got a usb charger for a computer,-1
i was extremely disappointed with this product,-1
i was extremely embarrassed when i took my iphone to my carrier at & t,-1
i was going up the hill,0
i was happy it stayed slim enough to be easily used one-handed,1
i was impressed,1
i was mad i said oh really how would i know that you told me the phone is stolen now adding salt to injury they then suspended my account thinking i stoled the phone,-1
i was n't too sure about it,0
i was nervous to buy a phone online,0
i was not able to install any apps,-1
i was not able to transfer all data,-1
i was not happy with this purchase,-1
i was one of the pioneers having it,1
i was one of very first customer,0
i was pissed off,-1
i was planning to bring it to new york as a gift on 9/14,0
i was playing a game then all of a sudden the screen just went black,-1
i was please with the quick response,1
i was quite surprised when i got the phone,0
i was reading on the box/ cover of the box blue tooth in included,0
i was ready for some limited signs of wear as the description says,0
i was replacing my iphone 5 with this phone,0
i was scared to buy this at first because i looked at all the reviews,0
i was so impressed i bought my own ipad 2 when the price dropped,1
i was sold by dyna cell a used phone as new,0
i was still able to get my screen replaced,0
i was suspicious,-1
i was told by apple store that the phone has no warranty because it was sold to the reseller on january of 2013,-1
i was told by at & t that a visit to the apple store ( lucky for me i live near one ) would result in satisfaction by any means necessary,-1
i was told by the guy fixing my phone that there was water damage in it,-1
i was using another charger i had before,0
i was very disappointed when i found out because it was a gift to my friend,-1
i was very disappointed when i found out that the phone i had bought did n't have it original battery,-1
i was very excited when i received the two phones,1
i was very pleased with the non hassel return,1
i was very stisfied with the iphone that i received,1
i was very surprise to receive it before the expected time,1
i was wondering why my phone would n't hold a good charge compared to some of my other friends who also have iphone 5 's,-1
i was wrong,-1
i went back,0
i went to a store to analyse this problem,0
i went to the apple store,0
i went to the apple store,0
i will be calling to complain,-1
i will be reporting this company to amazon,-1
i will certainly not purchased anything from nimlow electronics in the future,-1
i will never be dependent of na apple product,-1
i will never buy items from this store,-1
i will not be buying another apple phone,-1
i will not let this go till i have my money back,0
i will probably be for a long time,0
i will probably need a battery in a year,-1
i will recomend it for my friends,1
i will update the review with the outcome soon,0
i will use,0
i will use them on other products n their profile,0
i wish i could 've seen a picture of the actual phone,0
i wish i got the galaxy,-1
i wish i wouldnt have purchased this phone,-1
i wish it was waterproof,-1
i wish its battery lasts a little bit longer,-1
i wish someone would contact me to get this straightened up,0
i wish the seller would have told me about the scratches,-1
i wo n't put if down,1
i wonder if this is the case of ios apps in general,0
i would advise any one to bye from him,1
i would also like to note that i received my phone even earlier than i expected,1
i would appreciate credit for the $ 125,-1
i would buy one again,1
i would buy this product from amazon market,1
i would definelty recommend this to everyone & my whole family has an iphone,1
i would definitely trust this seller again,1
i would get one again,1
i would give it less than a 1 star if it were available,-1
i would give this product less than a star if i could,-1
i would have expected the apple `` genius '' to see reason on seeing a phone leaking acid without any physical damage at the beginning,-1
i would have given it 5/5,1
i would like my money back on this product,-1
i would like order one more apple iphone 5 ( white ),1
i would like to change it,-1
i would like to deal again with the same group in near future,1
i would like to give it a try,0
i would like you to always be as faithful to your customers as you are today,1
i would love the one i had until it started failing,-1
i would never recommend this seller,-1
i would never recommend this site,-1
i would not be surprised if this phone was not even new like it said,-1
i would not recommend this site for anyone,-1
i would not suggest buying this phone,-1
i would recommend,1
i would recommend anyone wants right price with very good iphone 5,1
i would recommend it to anyone looking to get a new phone,1
i would recommend this phone for anyone eleven years,1
i would recommend this seller to anyone,1
i would select zero starts if the option existed,-1
i would swear these things were new- when they were described 'like new ',1
i would very much like some urgent feedback from amazon/ mango wireless,0
i wrote to the suplir,0
i wrote to them,0
i-phone 6,0
icon badges suffice for quick indications,1
id go with this until the 6 comes out,0
if a buyer these looking for a new product not recommend you to do with this buyer,-1
if anybody is looking for a good refurbed phone this is not the way ahead,-1
if i am having a text conversation with a friend on my iphone,0
if i can give them less than 1 star i will do,-1
if i connect the charger while the phone is on no load nothing,-1
if i do n't charge it ( even though it still has battery ) i ca n't use it,-1
if i fine a good price used camera in good condition,1
if i held down the home button siri would still say hello,0
if i made a note with some important info on my imac,0
if i pay that much money i 'm expecting a brand new phone case charger everything,-1
if i play a game of vice city on my ipad,0
if i purchase a universal game,0
if i use google maps at all the phone dies within mins,-1
if it came locked to unlock is $ 120,-1
if money is an issue,0
if not more important,0
if not the best,1
if one wanted to change the style of the icons,0
if posible to change the item ?,-1
if the model is a little bit old,0
if there is something i hate about sellers is hiding information,-1
if u are a fun of iphone,0
if we sent defective item,-1
if you 're an existing fan of ios,0
if you are considering this,0
if you are going to buy the iphone,0
if you are looking a serious company that know how to treat clients,0
if you are looking for a good,0
if you are planing to buy i-phone 5,0
if you do n't want to waste 100 $ extra,0
if you hate it you hate it,-1
if you have an iphone 4s then wait for iphone 6,0
if you have any problems they will fix your phone,0
if you have children,0
if you like android,0
if you like the simplicity,0
if you like to jailbreak phones,0
if you love it you love it,1
if you match a case with this ipone,0
if you see `` mobile authority '' as seller,0
if you stop pressing the charging pin,0
if you think this is for you click here [,0
if you want a new product seeking another seller,-1
if you want to be ripped off buy here,-1
if youve reached this page you probably already have one,0
if youve reached this you may have lost your phone,0
ikaossilator,0
im completely satisfied,1
im feel so happy with that,1
im in sri lanka right now,0
im not happy with my purchase,-1
im still the best brother ever,0
im using the cell phone in ecuador without problems using any nano sim card,1
imac,0
images are not clear,-1
imdb,0
imei #,0
imei are not interchangeable i learned ),-1
imho,0
immediately turns off when i turn,-1
imovie,0
improved version the next day after i got it,0
in 2 seconds its done,0
in 2012,0
in a way where it makes doing some things harder,-1
in addition,0
in addition to leading to pathetic battery life,-1
in addition to that,0
in different countries i just needed to purchase a prepaid sim,1
in excellent condition,1
in fact,0
in fact,0
in fact my old s2 seemed to have a better sound quality than the s4,-1
in fact there are a lot of things in android that i love which i ca n't do in ios ( torrents,1
in fact when i switched to the iphone i felt like i was going into withdrawals from the beautiful presentation,1
in general,0
in general,1
in general it is thesame as the previous one,0
in good condition,1
in good condition,1
in good working order,1
